Video_ID,Video_Title,Category,Region,Sound_Used,Followers,Following,Views,Likes,Comments,Shares,Duration,Hashtags_Count,Hashtags,Upload_Hour,Upload_Day,Category_TrendScore,Engagement_Rate,Viral
4542,Food video #4541,Food,US,Trending,7504,408,11057,1233,85,39,176,2,#fun #tutorial,14,Thursday,0.72,0.123,1
4543,Beauty video #4542,Beauty,Europe,Trending,5689,135,10523,710,31,24,170,4,#fun #fyp #music #viral,4,Wednesday,0.75,0.073,0
4544,Sports video #4543,Sports,US,Trending,20629,112,16347,1928,110,126,168,2,#music #dance,16,Saturday,0.68,0.132,1
4545,Dance video #4544,Dance,LATAM,Trending,25050,60,64345,5212,271,167,59,2,#fyp #music,23,Monday,0.92,0.088,1
4546,Comedy video #4545,Comedy,LATAM,Trending,20875,82,29694,1707,94,95,88,5,#tiktok #fun #trend #fyp #tutorial,2,Monday,0.88,0.064,0
4547,Gaming video #4546,Gaming,US,Original,23236,224,17082,1025,66,75,169,1,#beauty,7,Friday,0.7,0.068,0
4548,Tutorial video #4547,Tutorial,US,Original,33476,89,29592,2839,200,65,156,6,#fun #beauty #dance #tiktok #tutorial #comedy,20,Saturday,0.65,0.105,1
4549,Fashion video #4548,Fashion,Europe,Original,20858,171,22929,1967,144,120,22,4,#beauty #tutorial #trend #fun,13,Saturday,0.77,0.097,1
4550,Sports video #4549,Sports,US,Remix,3719,1160,38036,3541,188,214,82,2,#comedy #tiktok,4,Saturday,0.68,0.104,1
4551,Dance video #4550,Dance,Europe,Original,11578,177,37487,3136,155,103,127,1,#beauty,11,Thursday,0.92,0.091,1
4552,Sports video #4551,Sports,US,Trending,5604,222,8860,727,23,32,69,2,#beauty #fun,14,Friday,0.68,0.088,1
4553,Fashion video #4552,Fashion,Europe,Trending,6294,59,40849,4647,363,129,165,7,#tutorial #tiktok #beauty #comedy #music #viral #fyp,14,Tuesday,0.77,0.126,1
4554,Music video #4553,Music,US,Original,36041,158,31243,3261,305,126,44,1,#comedy,5,Saturday,0.8,0.118,1
4555,Food video #4554,Food,US,Trending,101439,34,17896,1046,51,62,162,2,#music #comedy,16,Thursday,0.72,0.065,0
4556,Music video #4555,Music,US,Trending,69237,6,76197,3974,289,122,141,7,#trend #music #fun #tutorial #fyp #viral #tiktok,7,Monday,0.8,0.058,0
4557,Lifestyle video #4556,Lifestyle,Asia,Remix,31680,64,25346,1716,157,129,101,6,#viral #tiktok #music #beauty #fyp #comedy,18,Saturday,0.6,0.079,0
4558,Dance video #4557,Dance,LATAM,Original,9293,119,23039,2002,139,138,176,7,#tiktok #comedy #trend #beauty #fyp #fun #music,2,Sunday,0.92,0.099,1
4559,Dance video #4558,Dance,Asia,Trending,10181,358,19747,1755,147,81,68,1,#fyp,20,Thursday,0.92,0.1,1
4560,Gaming video #4559,Gaming,Europe,Original,7338,87,24388,2321,83,160,75,5,#tutorial #fun #fyp #beauty #music,8,Wednesday,0.7,0.105,1
4561,Music video #4560,Music,Europe,Trending,29939,158,39686,2096,155,110,170,6,#music #dance #trend #tiktok #viral #beauty,20,Thursday,0.8,0.059,0
4562,Sports video #4561,Sports,Europe,Trending,10478,17,7072,438,14,28,57,5,#tutorial #fyp #fun #viral #music,20,Friday,0.68,0.068,0
4563,Sports video #4562,Sports,LATAM,Trending,16412,69,44034,4041,130,275,64,2,#music #tiktok,3,Saturday,0.68,0.101,1
4564,Fashion video #4563,Fashion,US,Trending,25905,152,38086,2199,79,119,63,5,#fun #trend #dance #beauty #music,7,Saturday,0.77,0.063,0
4565,Gaming video #4564,Gaming,Europe,Trending,53140,113,53976,3780,327,266,123,5,#tiktok #dance #fun #music #viral,2,Friday,0.7,0.081,1
4566,Food video #4565,Food,Asia,Trending,24704,211,24535,1701,115,72,15,4,#fyp #viral #tiktok #comedy,17,Friday,0.72,0.077,0
4567,Fashion video #4566,Fashion,Europe,Trending,23809,203,16027,1008,93,60,39,4,#dance #comedy #viral #music,20,Saturday,0.77,0.072,0
4568,Fashion video #4567,Fashion,US,Trending,19813,406,33388,2955,104,208,37,7,#dance #fyp #comedy #tiktok #beauty #music #fun,16,Thursday,0.77,0.098,1
4569,Dance video #4568,Dance,Asia,Trending,11876,150,17121,1903,172,80,151,4,#beauty #tutorial #dance #music,2,Tuesday,0.92,0.126,1
4570,Tutorial video #4569,Tutorial,Europe,Original,24379,79,40490,4117,131,188,144,3,#trend #fun #tutorial,10,Saturday,0.65,0.11,1
4571,Fashion video #4570,Fashion,US,Original,51044,89,39259,3839,140,266,40,5,#viral #comedy #fyp #music #beauty,21,Friday,0.77,0.108,1
4572,Lifestyle video #4571,Lifestyle,Asia,Remix,27440,943,14596,1095,89,37,25,5,#dance #viral #fun #beauty #tutorial,22,Monday,0.6,0.084,1
4573,Fashion video #4572,Fashion,Asia,Trending,49824,284,29632,1652,61,58,17,3,#comedy #music #viral,9,Friday,0.77,0.06,0
4574,Tutorial video #4573,Tutorial,LATAM,Trending,40693,79,35689,3027,286,67,126,5,#dance #comedy #tiktok #fun #beauty,18,Friday,0.65,0.095,1
4575,Comedy video #4574,Comedy,US,Trending,23650,34,12972,1503,134,62,90,2,#fun #fyp,8,Wednesday,0.88,0.131,1
4576,Music video #4575,Music,Europe,Original,34701,99,26338,2852,234,138,134,1,#viral,20,Friday,0.8,0.122,1
4577,Beauty video #4576,Beauty,Asia,Trending,10473,1456,31059,2524,178,65,71,7,#beauty #dance #music #fun #fyp #tiktok #viral,4,Sunday,0.75,0.089,1
4578,Sports video #4577,Sports,Europe,Original,84217,181,100829,7337,277,428,23,5,#fun #fyp #music #tiktok #tutorial,20,Friday,0.68,0.08,0
4579,Gaming video #4578,Gaming,US,Remix,15975,224,9088,652,36,36,117,3,#tiktok #trend #comedy,0,Wednesday,0.7,0.08,0
4580,Fashion video #4579,Fashion,US,Trending,11498,65,40569,2565,244,98,48,5,#tutorial #tiktok #fyp #music #fun,23,Monday,0.77,0.072,0
4581,Dance video #4580,Dance,Asia,Trending,22035,20,32844,3204,189,195,103,6,#dance #fun #trend #tutorial #music #comedy,16,Saturday,0.92,0.109,1
4582,Tutorial video #4581,Tutorial,Asia,Trending,30705,182,46012,2368,230,109,147,1,#fyp,12,Monday,0.65,0.059,0
4583,Music video #4582,Music,Asia,Original,276547,58,311218,30058,1734,1031,135,2,#music #viral,19,Friday,0.8,0.105,1
4584,Dance video #4583,Dance,Asia,Trending,7688,161,10686,883,49,61,178,3,#tutorial #comedy #dance,3,Wednesday,0.92,0.093,1
4585,Comedy video #4584,Comedy,Asia,Original,23358,35,36957,4146,184,303,153,3,#fyp #tutorial #viral,21,Wednesday,0.88,0.125,1
4586,Comedy video #4585,Comedy,LATAM,Trending,2278,99,30314,2065,147,142,22,4,#fyp #dance #comedy #tutorial,6,Wednesday,0.88,0.078,0
4587,Music video #4586,Music,Asia,Trending,54369,11,73132,4234,171,234,54,1,#fun,18,Friday,0.8,0.063,0
4588,Comedy video #4587,Comedy,US,Trending,17800,256,44184,4834,267,185,20,2,#fyp #beauty,23,Saturday,0.88,0.12,1
4589,Lifestyle video #4588,Lifestyle,Europe,Trending,8629,229,6408,740,61,49,45,4,#tutorial #fyp #dance #comedy,20,Wednesday,0.6,0.133,1
4590,Sports video #4589,Sports,US,Trending,1610,50,4586,287,14,12,36,1,#tiktok,9,Saturday,0.68,0.068,0
4591,Lifestyle video #4590,Lifestyle,US,Original,39148,376,45069,4596,211,222,146,6,#viral #tutorial #fyp #music #comedy #tiktok,15,Sunday,0.6,0.112,1
4592,Food video #4591,Food,LATAM,Trending,17343,1471,22892,2662,152,115,74,2,#trend #fun,20,Thursday,0.72,0.128,1
4593,Music video #4592,Music,Europe,Trending,73391,63,67473,4948,491,274,91,1,#fun,1,Thursday,0.8,0.085,1
4594,Food video #4593,Food,Europe,Remix,79269,233,107107,10017,644,520,98,1,#viral,10,Tuesday,0.72,0.104,1
4595,Gaming video #4594,Gaming,Europe,Trending,11491,105,35147,3708,190,115,73,4,#music #viral #fyp #comedy,4,Sunday,0.7,0.114,1
4596,Gaming video #4595,Gaming,Asia,Original,19222,285,15163,1249,112,60,27,7,#tiktok #trend #fun #dance #tutorial #fyp #comedy,6,Thursday,0.7,0.094,1
4597,Sports video #4596,Sports,US,Trending,155254,630,52269,3606,292,183,61,3,#trend #beauty #viral,4,Wednesday,0.68,0.078,0
4598,Lifestyle video #4597,Lifestyle,US,Original,4315,281,24140,1796,72,91,144,6,#beauty #tutorial #dance #fun #trend #comedy,12,Tuesday,0.6,0.081,1
4599,Beauty video #4598,Beauty,US,Trending,7007,288,31224,2010,188,130,97,4,#tutorial #viral #trend #fun,19,Thursday,0.75,0.075,0
4600,Dance video #4599,Dance,Europe,Original,20920,78,23643,2836,267,215,91,3,#tiktok #fyp #beauty,19,Monday,0.92,0.14,1
4601,Beauty video #4600,Beauty,US,Original,68159,102,23362,2412,117,63,17,2,#beauty #tutorial,22,Saturday,0.75,0.111,1
4602,Beauty video #4601,Beauty,Asia,Trending,4045,54,23361,2595,210,156,117,3,#fun #fyp #trend,8,Thursday,0.75,0.127,1
4603,Sports video #4602,Sports,Asia,Trending,9540,83,40016,2230,212,138,110,3,#tiktok #fyp #dance,17,Tuesday,0.68,0.064,0
4604,Lifestyle video #4603,Lifestyle,LATAM,Trending,31662,157,8006,664,51,52,85,1,#music,11,Saturday,0.6,0.096,1
4605,Food video #4604,Food,LATAM,Trending,19132,518,33948,2790,144,218,18,6,#fyp #beauty #tutorial #tiktok #viral #fun,13,Thursday,0.72,0.093,1
4606,Gaming video #4605,Gaming,US,Original,21115,54,29757,2433,197,169,136,4,#tutorial #tiktok #viral #music,9,Tuesday,0.7,0.094,1
4607,Tutorial video #4606,Tutorial,Europe,Original,26729,140,49831,4169,327,221,129,4,#beauty #fyp #viral #comedy,7,Thursday,0.65,0.095,1
4608,Food video #4607,Food,LATAM,Original,22591,160,13845,912,58,39,146,5,#music #fun #fyp #beauty #comedy,19,Wednesday,0.72,0.073,0
4609,Fashion video #4608,Fashion,Europe,Trending,6333,94,43689,3682,326,122,61,3,#dance #music #comedy,23,Saturday,0.77,0.095,1
4610,Gaming video #4609,Gaming,Europe,Trending,13976,40,41322,3624,344,85,58,5,#comedy #fyp #beauty #tutorial #viral,22,Monday,0.7,0.098,1
4611,Gaming video #4610,Gaming,Europe,Trending,20471,71,10927,552,32,38,170,4,#tiktok #beauty #tutorial #music,6,Friday,0.7,0.057,0
4612,Tutorial video #4611,Tutorial,Europe,Original,28143,474,42466,2429,216,126,36,1,#fun,11,Thursday,0.65,0.065,0
4613,Fashion video #4612,Fashion,Asia,Trending,8088,165,31498,2064,105,128,92,3,#comedy #tiktok #tutorial,5,Tuesday,0.77,0.073,0
4614,Sports video #4613,Sports,US,Trending,55264,97,51582,5108,456,341,174,7,#music #beauty #dance #comedy #trend #tutorial #fyp,17,Thursday,0.68,0.114,1
4615,Food video #4614,Food,US,Remix,21279,25,48737,3383,247,217,106,3,#beauty #trend #fun,21,Monday,0.72,0.079,0
4616,Sports video #4615,Sports,Europe,Trending,20694,505,26809,2491,136,88,61,6,#beauty #fun #trend #viral #music #fyp,15,Thursday,0.68,0.101,1
4617,Beauty video #4616,Beauty,Asia,Original,598238,81,731922,67845,4262,4401,172,5,#fyp #tiktok #tutorial #dance #beauty,0,Tuesday,0.75,0.105,1
4618,Music video #4617,Music,US,Original,55161,290,39896,3913,357,114,67,5,#tutorial #viral #dance #music #trend,14,Wednesday,0.8,0.11,1
4619,Tutorial video #4618,Tutorial,LATAM,Trending,10953,49,16575,1763,146,39,73,6,#fyp #tutorial #tiktok #viral #comedy #fun,22,Tuesday,0.65,0.118,1
4620,Comedy video #4619,Comedy,Asia,Trending,35459,190,46237,4016,383,126,52,3,#dance #music #tutorial,23,Friday,0.88,0.098,1
4621,Music video #4620,Music,Asia,Trending,24683,61,10480,821,44,45,65,5,#comedy #tutorial #fyp #trend #viral,0,Saturday,0.8,0.087,1
4622,Food video #4621,Food,US,Remix,3067,34,7752,771,74,58,112,4,#fyp #dance #trend #tutorial,18,Thursday,0.72,0.116,1
4623,Food video #4622,Food,US,Trending,24504,222,44635,5163,361,131,148,4,#dance #music #fyp #tiktok,6,Saturday,0.72,0.127,1
4624,Sports video #4623,Sports,LATAM,Remix,11583,840,26257,2404,106,177,115,2,#viral #music,20,Sunday,0.68,0.102,1
4625,Sports video #4624,Sports,US,Remix,9809,99,43484,3970,329,119,143,6,#fun #fyp #beauty #viral #tutorial #dance,2,Wednesday,0.68,0.102,1
4626,Dance video #4625,Dance,US,Original,105507,113,94665,6769,664,365,86,7,#beauty #tutorial #comedy #trend #fun #music #dance,13,Friday,0.92,0.082,1
4627,Music video #4626,Music,Asia,Trending,31091,114,24878,2818,274,209,168,1,#tutorial,20,Sunday,0.8,0.133,1
4628,Comedy video #4627,Comedy,US,Remix,13953,2052,25014,1807,107,59,28,5,#fun #comedy #trend #beauty #viral,9,Tuesday,0.88,0.079,0
4629,Music video #4628,Music,LATAM,Original,41858,241,88874,5289,447,112,24,5,#trend #tiktok #viral #tutorial #comedy,0,Friday,0.8,0.066,0
4630,Lifestyle video #4629,Lifestyle,Asia,Original,23837,205,40811,2240,152,64,135,7,#music #comedy #dance #fun #beauty #viral #fyp,4,Monday,0.6,0.06,0
4631,Music video #4630,Music,Asia,Trending,60396,124,47252,2662,123,132,53,4,#fyp #music #dance #trend,14,Tuesday,0.8,0.062,0
4632,Gaming video #4631,Gaming,US,Trending,72729,76,137724,10968,408,451,130,3,#tiktok #music #tutorial,13,Wednesday,0.7,0.086,1
4633,Fashion video #4632,Fashion,US,Remix,42148,58,48335,4513,403,297,129,7,#tiktok #beauty #music #trend #viral #dance #tutorial,19,Saturday,0.77,0.108,1
4634,Music video #4633,Music,LATAM,Trending,10045,1075,45434,4821,267,115,166,4,#viral #dance #tiktok #music,12,Thursday,0.8,0.115,1
4635,Fashion video #4634,Fashion,Europe,Trending,48755,722,39391,4472,231,351,15,4,#tiktok #dance #music #fun,20,Tuesday,0.77,0.128,1
4636,Comedy video #4635,Comedy,US,Trending,2503,191,3060,300,20,8,42,4,#comedy #fun #dance #tutorial,16,Wednesday,0.88,0.107,1
4637,Gaming video #4636,Gaming,US,Original,22795,80,37018,3104,292,162,47,4,#dance #tutorial #comedy #trend,12,Saturday,0.7,0.096,1
4638,Dance video #4637,Dance,LATAM,Trending,119529,179,86671,5989,366,272,97,5,#fun #comedy #music #viral #dance,9,Saturday,0.92,0.076,0
4639,Music video #4638,Music,US,Trending,5310,81,35559,3184,263,206,35,7,#tutorial #comedy #tiktok #viral #beauty #dance #fun,14,Friday,0.8,0.103,1
4640,Food video #4639,Food,LATAM,Remix,11844,137,10764,667,36,51,108,2,#music #comedy,14,Thursday,0.72,0.07,0
4641,Music video #4640,Music,Asia,Original,16726,114,17762,2121,101,92,108,4,#dance #trend #tutorial #tiktok,2,Thursday,0.8,0.13,1
4642,Gaming video #4641,Gaming,US,Trending,32599,74,23488,1375,62,37,103,7,#trend #dance #beauty #comedy #tutorial #fyp #music,5,Wednesday,0.7,0.063,0
4643,Gaming video #4642,Gaming,US,Original,32310,50,41153,4918,234,203,99,3,#music #comedy #tutorial,4,Saturday,0.7,0.13,1
4644,Sports video #4643,Sports,Europe,Trending,15611,485,26259,1367,71,37,146,6,#fun #tutorial #beauty #music #tiktok #viral,14,Friday,0.68,0.056,0
4645,Lifestyle video #4644,Lifestyle,US,Original,28415,910,26323,2498,91,97,84,5,#fun #music #tiktok #comedy #dance,23,Friday,0.6,0.102,1
4646,Gaming video #4645,Gaming,Asia,Trending,47664,342,51163,2925,103,208,170,3,#fyp #comedy #fun,23,Friday,0.7,0.063,0
4647,Fashion video #4646,Fashion,US,Trending,31891,84,58647,5673,493,224,70,7,#music #trend #tutorial #tiktok #dance #comedy #viral,18,Wednesday,0.77,0.109,1
4648,Tutorial video #4647,Tutorial,US,Trending,66181,243,67836,3702,299,173,36,7,#dance #comedy #fun #viral #trend #fyp #beauty,23,Sunday,0.65,0.062,0
4649,Comedy video #4648,Comedy,US,Remix,17834,107,12577,1354,54,34,105,5,#viral #tiktok #trend #fyp #fun,15,Monday,0.88,0.115,1
4650,Tutorial video #4649,Tutorial,US,Original,17972,567,34550,3317,267,151,101,7,#comedy #fun #music #beauty #dance #tutorial #trend,17,Thursday,0.65,0.108,1
4651,Beauty video #4650,Beauty,Asia,Trending,16401,622,41030,3375,332,176,128,1,#tiktok,9,Saturday,0.75,0.095,1
4652,Dance video #4651,Dance,Europe,Trending,35383,121,21308,1385,138,74,95,4,#tiktok #music #comedy #tutorial,10,Wednesday,0.92,0.075,0
4653,Beauty video #4652,Beauty,Europe,Trending,12961,653,15378,946,84,34,162,2,#trend #fyp,14,Thursday,0.75,0.069,0
4654,Fashion video #4653,Fashion,Asia,Remix,58044,232,42576,3279,112,159,168,5,#music #fyp #trend #comedy #tutorial,9,Friday,0.77,0.083,1
4655,Tutorial video #4654,Tutorial,US,Original,30685,34,37697,3780,302,284,151,6,#tutorial #music #fun #trend #viral #tiktok,14,Wednesday,0.65,0.116,1
4656,Lifestyle video #4655,Lifestyle,LATAM,Trending,10016,66,9012,536,33,20,131,5,#viral #tutorial #beauty #tiktok #comedy,8,Thursday,0.6,0.065,0
4657,Music video #4656,Music,US,Trending,34176,470,43415,4512,416,165,169,5,#tiktok #tutorial #fyp #viral #music,3,Saturday,0.8,0.117,1
4658,Tutorial video #4657,Tutorial,US,Original,10176,229,29393,3428,325,227,130,1,#viral,1,Wednesday,0.65,0.135,1
4659,Sports video #4658,Sports,US,Trending,92586,120,49102,4390,145,320,90,7,#comedy #tutorial #dance #beauty #fun #viral #tiktok,15,Monday,0.68,0.099,1
4660,Fashion video #4659,Fashion,Europe,Original,6569,69,32645,2914,196,210,120,4,#tiktok #fun #trend #dance,19,Friday,0.77,0.102,1
4661,Tutorial video #4660,Tutorial,Asia,Original,20451,98,12538,1354,131,85,83,2,#tiktok #fun,3,Thursday,0.65,0.125,1
4662,Dance video #4661,Dance,Europe,Original,38995,282,17661,2107,176,78,106,1,#music,18,Thursday,0.92,0.134,1
4663,Food video #4662,Food,LATAM,Trending,37560,138,8220,606,44,27,64,4,#tutorial #dance #music #tiktok,15,Sunday,0.72,0.082,1
4664,Dance video #4663,Dance,US,Trending,10006,274,22386,1811,97,95,106,4,#fyp #viral #dance #tiktok,12,Wednesday,0.92,0.089,1
4665,Sports video #4664,Sports,US,Original,108990,114,52523,5918,236,245,41,2,#trend #comedy,2,Tuesday,0.68,0.122,1
4666,Tutorial video #4665,Tutorial,LATAM,Trending,55870,93,70975,4351,210,341,153,4,#music #comedy #viral #tutorial,6,Friday,0.65,0.069,0
4667,Sports video #4666,Sports,US,Trending,59426,109,81307,4891,219,305,63,4,#trend #tiktok #fun #fyp,0,Monday,0.68,0.067,0
4668,Music video #4667,Music,LATAM,Remix,7593,77,45649,3713,336,173,82,7,#tutorial #trend #fyp #fun #comedy #music #dance,20,Wednesday,0.8,0.092,1
4669,Comedy video #4668,Comedy,Europe,Trending,77923,532,61861,6075,258,431,122,2,#viral #beauty,4,Thursday,0.88,0.109,1
4670,Gaming video #4669,Gaming,US,Original,32527,100,65529,5303,429,249,148,1,#music,6,Friday,0.7,0.091,1
4671,Comedy video #4670,Comedy,Asia,Trending,9370,66,42489,4307,304,247,63,6,#dance #beauty #trend #viral #comedy #tiktok,2,Friday,0.88,0.114,1
4672,Gaming video #4671,Gaming,Europe,Trending,35000,363,26342,2911,206,60,77,1,#tutorial,0,Monday,0.7,0.121,1
4673,Food video #4672,Food,LATAM,Trending,10692,695,12529,702,63,19,144,2,#tutorial #fyp,20,Saturday,0.72,0.063,0
4674,Sports video #4673,Sports,US,Original,5861,31,2033,223,19,13,48,6,#trend #viral #beauty #fyp #dance #tiktok,22,Saturday,0.68,0.125,1
4675,Dance video #4674,Dance,US,Original,46793,1322,106532,6011,531,405,116,4,#tutorial #tiktok #comedy #beauty,7,Wednesday,0.92,0.065,0
4676,Lifestyle video #4675,Lifestyle,Asia,Original,6213,189,8541,935,78,22,68,6,#fyp #dance #music #trend #fun #viral,14,Sunday,0.6,0.121,1
4677,Tutorial video #4676,Tutorial,Europe,Original,7513,141,33934,3745,318,207,48,6,#music #tiktok #fyp #tutorial #viral #fun,22,Thursday,0.65,0.126,1
4678,Comedy video #4677,Comedy,Asia,Trending,41935,246,56134,6478,614,153,176,3,#fyp #dance #music,2,Monday,0.88,0.129,1
4679,Fashion video #4678,Fashion,Asia,Trending,40218,125,65601,6988,414,284,44,5,#tiktok #fun #tutorial #beauty #comedy,21,Saturday,0.77,0.117,1
4680,Music video #4679,Music,Europe,Trending,16395,503,6605,497,17,25,32,4,#fun #comedy #tiktok #fyp,6,Thursday,0.8,0.082,1
4681,Beauty video #4680,Beauty,US,Trending,8441,107,40428,4571,362,106,163,4,#fun #fyp #tiktok #viral,6,Friday,0.75,0.125,1
4682,Music video #4681,Music,Europe,Original,9789,262,21254,1187,37,44,52,7,#tiktok #music #beauty #trend #comedy #dance #fyp,19,Friday,0.8,0.06,0
4683,Gaming video #4682,Gaming,US,Trending,6245,55,33285,3563,296,222,37,2,#music #tutorial,1,Wednesday,0.7,0.123,1
4684,Tutorial video #4683,Tutorial,US,Remix,41401,48,47262,4358,400,123,175,1,#tutorial,12,Saturday,0.65,0.103,1
4685,Fashion video #4684,Fashion,US,Original,20347,132,48901,4844,187,227,99,5,#music #dance #tiktok #comedy #trend,17,Sunday,0.77,0.108,1
4686,Beauty video #4685,Beauty,Asia,Trending,10346,106,13992,1518,97,102,90,3,#tutorial #fyp #tiktok,6,Wednesday,0.75,0.123,1
4687,Food video #4686,Food,Asia,Original,49296,306,15087,1465,134,57,156,1,#trend,11,Friday,0.72,0.11,1
4688,Lifestyle video #4687,Lifestyle,US,Original,8966,117,2591,134,4,8,75,2,#fyp #comedy,2,Saturday,0.6,0.056,0
4689,Dance video #4688,Dance,Asia,Trending,11687,321,23560,2746,207,202,50,5,#trend #tutorial #beauty #fyp #fun,14,Friday,0.92,0.134,1
4690,Fashion video #4689,Fashion,LATAM,Original,18657,116,22104,1367,46,61,35,3,#dance #comedy #fun,15,Friday,0.77,0.067,0
4691,Lifestyle video #4690,Lifestyle,Asia,Remix,49616,53,39731,2417,134,109,18,3,#beauty #trend #tiktok,11,Saturday,0.6,0.067,0
4692,Dance video #4691,Dance,US,Trending,11493,74,19535,1231,110,89,48,1,#comedy,13,Saturday,0.92,0.073,0
4693,Food video #4692,Food,Europe,Trending,148555,244,144633,12380,392,912,52,6,#beauty #fyp #tutorial #music #fun #comedy,16,Wednesday,0.72,0.095,1
4694,Music video #4693,Music,Asia,Trending,3593,110,47549,4740,352,346,74,1,#music,21,Tuesday,0.8,0.114,1
4695,Fashion video #4694,Fashion,LATAM,Original,22886,87,37275,4371,398,200,130,4,#music #fyp #beauty #tiktok,17,Friday,0.77,0.133,1
4696,Music video #4695,Music,Asia,Original,60264,33,40402,4329,357,305,130,6,#comedy #music #fun #tutorial #fyp #trend,13,Saturday,0.8,0.124,1
4697,Tutorial video #4696,Tutorial,Asia,Trending,48775,221,56431,3258,101,123,161,7,#fun #tiktok #music #tutorial #comedy #trend #viral,15,Friday,0.65,0.062,0
4698,Dance video #4697,Dance,Asia,Trending,11095,174,41599,4264,184,331,122,6,#dance #tutorial #comedy #tiktok #trend #fun,3,Wednesday,0.92,0.115,1
4699,Lifestyle video #4698,Lifestyle,Asia,Trending,10349,97,29782,1661,122,90,151,7,#fyp #dance #fun #tiktok #music #tutorial #trend,0,Thursday,0.6,0.063,0
4700,Gaming video #4699,Gaming,Europe,Original,51467,669,58567,5656,401,330,167,4,#fyp #trend #comedy #dance,17,Saturday,0.7,0.109,1
4701,Tutorial video #4700,Tutorial,US,Trending,25708,274,46450,4995,421,238,76,6,#fun #dance #trend #tutorial #tiktok #beauty,6,Monday,0.65,0.122,1
4702,Sports video #4701,Sports,Europe,Trending,28035,396,48378,3091,128,71,111,2,#viral #music,4,Saturday,0.68,0.068,0
4703,Beauty video #4702,Beauty,Europe,Trending,4351,389,33406,2711,129,211,150,5,#comedy #fyp #trend #music #dance,20,Wednesday,0.75,0.091,1
4704,Lifestyle video #4703,Lifestyle,LATAM,Remix,188235,335,71580,5839,193,276,23,7,#fyp #viral #tutorial #trend #comedy #music #tiktok,2,Thursday,0.6,0.088,1
4705,Beauty video #4704,Beauty,Asia,Trending,21153,373,20538,2116,163,152,20,1,#fun,20,Friday,0.75,0.118,1
4706,Music video #4705,Music,Europe,Original,50951,31,66581,7948,735,497,167,5,#beauty #dance #tutorial #viral #tiktok,21,Tuesday,0.8,0.138,1
4707,Tutorial video #4706,Tutorial,US,Trending,16686,299,47715,4677,466,213,92,2,#comedy #fyp,20,Thursday,0.65,0.112,1
4708,Gaming video #4707,Gaming,US,Trending,64215,77,26761,2058,161,107,142,1,#fun,17,Friday,0.7,0.087,1
4709,Gaming video #4708,Gaming,US,Trending,33160,83,23270,1271,61,50,98,7,#viral #tutorial #tiktok #music #beauty #dance #comedy,12,Saturday,0.7,0.059,0
4710,Gaming video #4709,Gaming,US,Trending,311322,113,254471,14004,755,669,120,4,#trend #beauty #music #comedy,13,Friday,0.7,0.061,0
4711,Dance video #4710,Dance,Europe,Trending,5548,762,8670,754,59,19,147,2,#fyp #comedy,0,Sunday,0.92,0.096,1
4712,Food video #4711,Food,LATAM,Trending,24280,39,17439,1827,114,107,24,2,#fyp #comedy,14,Saturday,0.72,0.117,1
4713,Food video #4712,Food,Asia,Trending,8019,179,39635,4373,365,88,59,7,#fyp #music #tiktok #fun #viral #tutorial #dance,11,Thursday,0.72,0.122,1
4714,Dance video #4713,Dance,Europe,Original,19295,43,27049,2598,142,162,77,3,#viral #fun #tutorial,5,Wednesday,0.92,0.107,1
4715,Comedy video #4714,Comedy,Europe,Trending,12747,209,27884,2683,225,99,113,3,#tiktok #fyp #fun,0,Thursday,0.88,0.108,1
4716,Gaming video #4715,Gaming,Asia,Trending,16358,47,27961,1962,72,40,15,6,#comedy #tiktok #dance #music #fun #tutorial,21,Friday,0.7,0.074,0
4717,Dance video #4716,Dance,LATAM,Original,26317,56,58123,5630,469,143,169,7,#viral #dance #trend #tiktok #tutorial #music #fun,17,Sunday,0.92,0.107,1
4718,Dance video #4717,Dance,Asia,Original,12925,101,17961,1808,166,132,163,5,#trend #tiktok #music #tutorial #fyp,17,Saturday,0.92,0.117,1
4719,Sports video #4718,Sports,US,Original,43310,376,37791,4130,347,215,34,2,#trend #tutorial,11,Tuesday,0.68,0.124,1
4720,Gaming video #4719,Gaming,Europe,Trending,85884,418,55635,6655,497,313,138,6,#comedy #fyp #trend #music #beauty #dance,12,Tuesday,0.7,0.134,1
4721,Sports video #4720,Sports,Asia,Remix,20802,24,23322,1417,122,63,43,7,#tutorial #fyp #fun #music #dance #beauty #comedy,4,Thursday,0.68,0.069,0
4722,Sports video #4721,Sports,Asia,Trending,2856,275,22795,1788,166,110,22,2,#beauty #fyp,13,Wednesday,0.68,0.091,1
4723,Beauty video #4722,Beauty,Europe,Trending,16088,36,14141,975,33,65,33,1,#beauty,21,Thursday,0.75,0.076,0
4724,Lifestyle video #4723,Lifestyle,US,Trending,4126,72,28561,2743,192,190,69,3,#tutorial #viral #comedy,7,Tuesday,0.6,0.109,1
4725,Beauty video #4724,Beauty,US,Trending,9874,63,25344,1648,137,90,167,5,#music #dance #comedy #fun #trend,4,Saturday,0.75,0.074,0
4726,Food video #4725,Food,LATAM,Trending,24590,376,25220,1679,85,121,150,1,#viral,7,Sunday,0.72,0.075,0
4727,Food video #4726,Food,US,Original,64420,168,100610,8980,316,708,29,5,#beauty #trend #tutorial #fyp #music,20,Monday,0.72,0.099,1
